id,jobId,taUserId,status,appliedDate
"APP200038","JOB100041","TA2024811875","ACCEPTED","2026-03-24"
"APP200039","JOB100104","TA2024936587","PENDING","2026-03-10"
"APP200040","JOB100076","TA2024558176","REJECTED","2026-02-04"
"APP200041","JOB100114","TA2024270395","ACCEPTED","2026-01-16"
"APP200042","JOB100041","TA2023405420","PENDING","2026-02-03"
"APP200043","JOB100037","TA2023804318","REJECTED","2026-03-05"
"APP200044","JOB100115","TA2024558176","ACCEPTED","2026-02-06"
"APP200045","JOB100086","TA2024638289","PENDING","2026-04-17"
"APP200046","JOB100054","TA2023749641","PENDING","2026-01-24"
"APP200047","JOB100058","TA2024468727","REJECTED","2026-04-05"
"APP200048","JOB100068","TA2023862569","ACCEPTED","2026-01-01"
"APP200049","JOB100117","TA2024987025","PENDING","2026-04-28"
"APP200050","JOB100095","TA2023970720","ACCEPTED","2026-01-17"
"APP200051","JOB100119","TA2023806707","ACCEPTED","2026-04-20"
"APP200052","JOB100123","TA2023790855","ACCEPTED","2026-03-24"
"APP200053","JOB100124","TA2024587455","ACCEPTED","2026-02-03"
"APP200054","JOB100085","TA2023862569","REJECTED","2026-01-13"
"APP200055","JOB100007","TA2024226882","ACCEPTED","2026-04-28"
"APP200056","JOB100003","TA2023564656","REJECTED","2026-02-10"
"APP200057","JOB100066","TA2023147549","PENDING","2026-04-20"
"APP200058","JOB100031","TA2024744718","REJECTED","2026-03-19"
"APP200059","JOB100026","TA2023934904","PENDING","2026-04-03"
"APP200060","JOB100038","TA2024899550","ACCEPTED","2026-02-12"
"APP200061","JOB100008","TA2023232378","ACCEPTED","2026-03-01"
"APP200062","JOB100063","TA2023405420","PENDING","2026-01-25"
"APP200063","JOB100001","TA2023790855","ACCEPTED","2026-02-03"
"APP200064","JOB100089","TA2024152657","ACCEPTED","2026-04-24"
"APP200065","JOB100002","TA231226510","ACCEPTED","2026-01-31"
"APP200066","JOB100063","TA2023132653","PENDING","2026-01-19"
"APP200067","JOB100035","TA2023389666","PENDING","2026-01-27"
"APP200068","JOB100016","TA2023768854","ACCEPTED","2026-03-18"
"APP200069","JOB100021","TA2024595158","REJECTED","2026-02-04"
"APP200070","JOB100096","TA2024558176","PENDING","2026-05-16"
"APP200071","JOB100085","TA231226510","ACCEPTED","2026-02-12"
"APP200072","JOB100066","TA2024733039","REJECTED","2026-02-08"
"APP200073","JOB100060","TA2024903531","ACCEPTED","2026-02-25"
"APP200074","JOB100013","TA2024226882","PENDING","2026-02-01"
"APP200075","JOB100089","TA2023643269","ACCEPTED","2026-04-20"
"APP200076","JOB100046","TA2023486251","PENDING","2026-03-12"
"APP200077","JOB100096","TA2024899550","PENDING","2026-03-14"
"APP200078","JOB100117","TA2024744718","PENDING","2026-03-19"
"APP200079","JOB100032","TA2024220465","ACCEPTED","2026-02-18"
"APP200080","JOB100112","TA2023699573","PENDING","2026-01-14"
"APP200081","JOB100118","TA2023725905","REJECTED","2026-05-07"
"APP200082","JOB100055","TA2024946721","PENDING","2026-01-19"
"APP200083","JOB100079","TA231267380","REJECTED","2026-03-23"
"APP200084","JOB100020","TA2023568238","REJECTED","2026-04-18"
"APP200085","JOB100052","TA2023621546","ACCEPTED","2026-05-01"
"APP200086","JOB100116","TA2023930555","PENDING","2026-01-18"
"APP200087","JOB100002","TA2023751517","PENDING","2026-01-16"
"APP200088","JOB100119","TA2023232378","ACCEPTED","2026-05-09"
"APP200089","JOB100116","TA2023278240","ACCEPTED","2026-04-13"
"APP200090","JOB100012","TA2024203896","ACCEPTED","2026-02-09"
"APP200091","JOB100041","TA2024899550","ACCEPTED","2026-05-11"
"APP200092","JOB100032","TA2023840058","PENDING","2026-03-25"
"APP200093","JOB100056","TA2024208529","ACCEPTED","2026-01-17"
"APP200094","JOB100045","TA2023734487","ACCEPTED","2026-03-03"
"APP200095","JOB100009","TA2024994905","PENDING","2026-04-22"
"APP200096","JOB100017","TA2023147549","ACCEPTED","2026-01-15"
"APP200097","JOB100045","TA2023970720","REJECTED","2026-02-14"
"APP200098","JOB100018","TA231267380","REJECTED","2026-01-03"
"APP200099","JOB100026","TA2023994217","REJECTED","2026-05-14"
"APP200100","JOB100078","TA2023243693","REJECTED","2026-03-08"
"APP200101","JOB100027","TA2024227324","PENDING","2026-03-10"
"APP200102","JOB100108","TA2023360735","REJECTED","2026-01-08"
"APP200103","JOB100048","TA2023840058","ACCEPTED","2026-05-15"
"APP200104","JOB100010","TA2023751517","REJECTED","2026-01-20"
"APP200105","JOB100074","TA2023147549","ACCEPTED","2026-01-15"
"APP200106","JOB100074","TA2023731661","PENDING","2026-02-10"
"APP200107","JOB100038","TA2024153642","PENDING","2026-01-30"
"APP200108","JOB100035","TA2024782759","ACCEPTED","2026-01-12"
"APP200109","JOB100002","TA2024994905","PENDING","2026-04-04"
"APP200110","JOB100055","TA2023630458","PENDING","2026-01-10"
"APP200111","JOB100082","TA2024258787","REJECTED","2026-04-18"
"APP200112","JOB100034","TA2023950544","PENDING","2026-03-23"
"APP200113","JOB100040","TA2024680099","ACCEPTED","2026-01-31"
"APP200114","JOB100075","TA2023889882","REJECTED","2026-02-15"
"APP200115","JOB100034","TA2024258787","ACCEPTED","2026-01-12"
"APP200116","JOB100058","TA2023245051","REJECTED","2026-03-14"
"APP200117","JOB100117","TA2024288158","ACCEPTED","2026-04-27"
"APP200118","JOB100002","TA2024752878","PENDING","2026-03-19"
"APP200119","JOB100111","TA2024584106","PENDING","2026-04-05"
"APP200120","JOB100089","TA2023388375","REJECTED","2026-02-20"
"APP200121","JOB100108","TA2023621546","REJECTED","2026-03-04"
"APP200122","JOB100025","TA2023213483","REJECTED","2026-01-07"
"APP200123","JOB100035","TA2023108060","ACCEPTED","2026-01-03"
"APP200124","JOB100048","TA5B35AE3C","REJECTED","2026-04-07"
"APP200125","JOB100126","TA2023720556","REJECTED","2026-01-27"
"APP200126","JOB100032","TA2024457455","REJECTED","2026-04-18"
"APP200127","JOB100073","TA2023944151","REJECTED","2026-02-06"
"APP200128","JOB100105","TA2024962276","PENDING","2026-03-01"
"APP200129","JOB100126","TA2023386544","ACCEPTED","2026-04-06"
"APP200130","JOB100068","TA2024313933","PENDING","2026-01-25"
"APP200131","JOB100075","TA2024159942","ACCEPTED","2026-04-11"
"APP200132","JOB100011","TA2024560767","ACCEPTED","2026-04-22"
"APP200133","JOB100098","TA2024399105","PENDING","2026-03-08"
"APP200134","JOB100126","TA2023768854","REJECTED","2026-04-11"
"APP200135","JOB100103","TA2023720556","ACCEPTED","2026-04-26"
"APP200136","JOB100040","TA2024757193","PENDING","2026-02-21"
"APP200137","JOB100021","TA2024684929","REJECTED","2026-01-28"
"APP200138","JOB100025","TA2024174299","PENDING","2026-04-30"
"APP200139","JOB100046","TA2023555052","PENDING","2026-04-02"
"APP200140","JOB100116","TA2024320392","ACCEPTED","2026-04-29"
"APP200141","JOB100039","TA2023360735","PENDING","2026-03-19"
"APP200142","JOB100123","TA2024688956","ACCEPTED","2026-01-11"
"APP200143","JOB100033","TA2023913373","PENDING","2026-03-05"
"APP200144","JOB100051","TA2023232378","ACCEPTED","2026-03-18"
"APP200145","JOB100039","TA2023475190","PENDING","2026-04-14"
"APP200146","JOB100067","TA2024972442","REJECTED","2026-03-05"
"APP200147","JOB100015","TA2023823811","PENDING","2026-02-05"
"APP200148","JOB100009","TA2024684929","REJECTED","2026-02-03"
"APP200149","JOB100031","TA2023529893","ACCEPTED","2026-01-22"
"APP200150","JOB100088","TA2024208529","PENDING","2026-01-20"
"APP200151","JOB100003","TA2024249811","PENDING","2026-04-24"
"APP200152","JOB100121","TA2024609231","PENDING","2026-03-26"
"APP200153","JOB100018","TA2024207175","REJECTED","2026-01-13"
"APP200154","JOB100027","TA2024814220","ACCEPTED","2026-04-12"
"APP200155","JOB100074","TA2023246316","ACCEPTED","2026-04-20"
"APP200156","JOB100028","TA2024704238","PENDING","2026-02-17"
"APP200157","JOB100041","TA2024962276","ACCEPTED","2026-02-08"
"APP200158","JOB100006","TA2024903531","ACCEPTED","2026-03-04"
"APP200159","JOB100096","TA2024612311","ACCEPTED","2026-05-03"
"APP200160","JOB100009","TA2024972064","PENDING","2026-02-05"
"APP200161","JOB100061","TA2024795612","ACCEPTED","2026-05-15"
"APP200162","JOB100037","TA2024638289","REJECTED","2026-01-05"
"APP200163","JOB100054","TA2023243693","REJECTED","2026-05-03"
"APP200164","JOB100081","TA2023243693","ACCEPTED","2026-05-09"
"APP200165","JOB100047","TA2023568238","PENDING","2026-01-07"
"APP200166","JOB100046","TA2024811875","PENDING","2026-03-13"
"APP200167","JOB100009","TA2023171942","ACCEPTED","2026-03-01"
"APP200168","JOB100026","TA2024226882","PENDING","2026-03-03"
"APP200169","JOB100040","TA2023806707","REJECTED","2026-01-15"
"APP200170","JOB100115","TA2024618392","ACCEPTED","2026-04-10"
"APP200171","JOB100051","TA2023475190","PENDING","2026-03-23"
"APP200172","JOB100121","TA2023720556","ACCEPTED","2026-01-08"
"APP200173","JOB100104","TA2024781113","ACCEPTED","2026-02-06"
"APP200174","JOB100085","TA2024468203","REJECTED","2026-05-07"
"APP200175","JOB100081","TA2024288158","PENDING","2026-01-10"
"APP200176","JOB100013","TA2023660086","PENDING","2026-02-26"
"APP200177","JOB100003","TA2023876962","ACCEPTED","2026-03-26"
"APP200178","JOB100092","TA2024795612","REJECTED","2026-03-29"
"APP200179","JOB100105","TA2023348237","REJECTED","2026-03-24"
"APP200180","JOB100009","TA231225546","PENDING","2026-02-06"
"APP200181","JOB100117","TA2024946721","REJECTED","2026-04-04"
"APP200182","JOB100011","TA2024227324","REJECTED","2026-04-12"
"APP200183","JOB100089","TA2024226882","ACCEPTED","2026-03-24"
"APP200184","JOB100021","TA2023212235","REJECTED","2026-04-22"
"APP200185","JOB100119","TA2024203896","REJECTED","2026-03-23"
"APP200186","JOB100028","TA2023994253","REJECTED","2026-04-02"
"APP200187","JOB100034","TA2023970720","ACCEPTED","2026-02-14"
"APP200188","JOB100054","TA2023300845","REJECTED","2026-03-17"
"APP200189","JOB100020","TA2023348237","REJECTED","2026-04-11"
"APP200190","JOB100126","TA2024153642","REJECTED","2026-01-09"
"APP200191","JOB100029","TA2024787923","ACCEPTED","2026-02-26"
"APP200192","JOB100095","TA2023913934","PENDING","2026-05-08"
"APP200193","JOB100024","TA2023755900","REJECTED","2026-03-02"
"APP200194","JOB100050","TA2024293319","PENDING","2026-01-23"
"APP200195","JOB100123","TA2023994253","ACCEPTED","2026-03-27"
"APP200196","JOB100067","TA231226510","PENDING","2026-03-05"
"APP200197","JOB100102","TA2023245051","ACCEPTED","2026-01-28"
"APP200198","JOB100106","TA5B35AE3C","PENDING","2026-04-23"
"APP200199","JOB100108","TA2024799233","REJECTED","2026-04-16"
"APP200200","JOB100074","TA2024197736","ACCEPTED","2026-04-07"
"APP200201","JOB100015","TA2023717457","REJECTED","2026-02-27"
"APP200202","JOB100026","TA2023749641","PENDING","2026-01-09"
"APP200203","JOB100043","TA231225546","ACCEPTED","2026-01-27"
"APP200204","JOB100011","TA2023378535","PENDING","2026-04-07"
"APP200205","JOB100026","TA2024987025","PENDING","2026-01-24"
"APP200206","JOB100049","TA2024811875","REJECTED","2026-05-04"
"APP200207","JOB100104","TA2023246316","ACCEPTED","2026-02-12"
"APP200208","JOB100091","TA2023423939","PENDING","2026-01-26"
"APP200209","JOB100048","TA2024681343","REJECTED","2026-04-15"
"APP200210","JOB100103","TA2024701253","REJECTED","2026-03-09"
"APP200211","JOB100098","TA2024587455","PENDING","2026-01-25"
"APP200212","JOB100008","TA2023699573","ACCEPTED","2026-05-06"
"APP200213","JOB100025","TA2023205907","ACCEPTED","2026-04-20"
"APP200214","JOB100013","TA2024612311","REJECTED","2026-05-03"
"APP200215","JOB100031","TA2024322086","PENDING","2026-02-13"
"APP200216","JOB100095","TA2024936587","REJECTED","2026-05-02"
"APP200217","JOB100126","TA2024589710","ACCEPTED","2026-04-12"
"APP200218","JOB100070","TA2023614084","REJECTED","2026-03-09"
"APP200219","JOB100013","TA2023895702","ACCEPTED","2026-02-17"
"APP200220","JOB100053","TA2024595158","ACCEPTED","2026-04-25"
"APP200221","JOB100007","TA2023751517","ACCEPTED","2026-03-09"
"APP200222","JOB100034","TA2024904150","ACCEPTED","2026-02-08"
"APP200223","JOB100114","TA2023734487","ACCEPTED","2026-01-22"
"APP200224","JOB100099","TA2023591465","REJECTED","2026-04-16"
"APP200225","JOB100114","TA2024208529","PENDING","2026-01-16"
"APP200226","JOB100125","TA2023568238","REJECTED","2026-04-18"
"APP200227","JOB100080","TA2024793024","REJECTED","2026-05-02"
"APP200228","JOB100086","TA2023245095","ACCEPTED","2026-01-21"
"APP200229","JOB100056","TA2023676713","PENDING","2026-05-13"
"APP200230","JOB100120","TA2024814220","ACCEPTED","2026-02-07"
"APP200231","JOB100018","TA2023201514","ACCEPTED","2026-02-12"
"APP200232","JOB100033","TA2023840058","PENDING","2026-01-11"
"APP200233","JOB100063","TA2024265840","REJECTED","2026-04-22"
"APP200234","JOB100031","TA2024681478","PENDING","2026-03-08"
"APP200235","JOB100046","TA2023643269","REJECTED","2026-01-18"
"APP200236","JOB100013","TA2023568238","ACCEPTED","2026-03-25"
"APP200237","JOB100041","TA2023386544","ACCEPTED","2026-01-04"
"APP200238","JOB100118","TA2024781113","ACCEPTED","2026-05-14"
"APP200239","JOB100118","TA2024799233","PENDING","2026-02-08"
"APP200240","JOB100024","TA2023731661","ACCEPTED","2026-01-26"
"APP200241","JOB100016","TA2023913934","REJECTED","2026-03-15"
"APP200242","JOB100080","TA2023591465","REJECTED","2026-03-09"
"APP200243","JOB100055","TA2023405420","ACCEPTED","2026-05-02"
"APP200244","JOB100006","TA2023475190","PENDING","2026-02-06"
"APP200245","JOB100093","TA2023777406","ACCEPTED","2026-04-13"
"APP200246","JOB100006","TA2023232378","REJECTED","2026-03-26"
"APP200247","JOB100102","TA2023245095","PENDING","2026-05-02"
"APP200248","JOB100040","TA2024227324","PENDING","2026-03-19"
"APP200249","JOB100045","TA2024962276","REJECTED","2026-01-26"
"APP200250","JOB100035","TA2024159942","ACCEPTED","2026-04-24"
"APP200251","JOB100117","TA2023950544","PENDING","2026-04-17"
"APP200252","JOB100091","TA2024216587","PENDING","2026-04-24"
"APP200253","JOB100033","TA2023555052","REJECTED","2026-05-13"
"APP200254","JOB100053","TA2023660086","ACCEPTED","2026-02-10"
"APP200255","JOB100010","TA2024288158","REJECTED","2026-04-14"
"APP200256","JOB100126","TA2023876962","REJECTED","2026-01-08"
"APP200257","JOB100028","TA2023725550","REJECTED","2026-02-21"
"APP200258","JOB100125","TA2023660086","PENDING","2026-04-27"
"APP200259","JOB100008","TA2024402218","REJECTED","2026-03-12"
"APP200260","JOB100053","TA2023823811","ACCEPTED","2026-02-01"
"APP200261","JOB100101","TA2023246316","PENDING","2026-05-06"
"APP200262","JOB100090","TA2024662636","PENDING","2026-05-02"
"APP200263","JOB100089","TA2024701253","ACCEPTED","2026-02-11"
"APP200264","JOB100125","TA2023466960","REJECTED","2026-01-24"
"APP200265","JOB100042","TA2023246316","ACCEPTED","2026-02-11"
"APP200266","JOB100086","TA2024684929","REJECTED","2026-02-26"
"APP200267","JOB100096","TA2024152657","ACCEPTED","2026-03-10"
"APP200268","JOB100097","TA2023555052","ACCEPTED","2026-01-03"
"APP200269","JOB100070","TA2024399105","ACCEPTED","2026-01-03"
"APP200270","JOB100034","TA2024242291","ACCEPTED","2026-03-20"
"APP200271","JOB100105","TA2023994253","ACCEPTED","2026-04-19"
"APP200272","JOB100054","TA2024733039","ACCEPTED","2026-02-25"
"APP200273","JOB100069","TA2024384076","ACCEPTED","2026-04-12"
"APP200274","JOB100088","TA2023107540","PENDING","2026-04-06"
"APP200275","JOB100083","TA2024216587","ACCEPTED","2026-03-14"
"APP200276","JOB100044","TA2024793024","PENDING","2026-01-17"
"APP200277","JOB100049","TA2023934904","ACCEPTED","2026-03-12"
"APP200278","JOB100039","TA2023405420","REJECTED","2026-03-18"
"APP200279","JOB100030","TA2023630458","ACCEPTED","2026-03-03"
"APP200280","JOB100009","TA2023840058","REJECTED","2026-04-14"
"APP200281","JOB100098","TA2024293319","ACCEPTED","2026-01-07"
"APP200282","JOB100097","TA2023994217","REJECTED","2026-03-08"
"APP200283","JOB100061","TA2024781403","ACCEPTED","2026-01-10"
"APP200284","JOB100088","TA2023994253","REJECTED","2026-02-18"
"APP200285","JOB100049","TA2024813145","REJECTED","2026-05-17"
"APP200286","JOB100095","TA2023243693","ACCEPTED","2026-04-02"
"APP200287","JOB100075","TA2023421080","REJECTED","2026-02-16"
"APP200288","JOB100043","TA2024322086","ACCEPTED","2026-03-08"
"APP200289","JOB100106","TA2023840058","ACCEPTED","2026-02-16"
"APP200290","JOB100101","TA2023264136","ACCEPTED","2026-02-26"
"APP200291","JOB100051","TA2024152657","REJECTED","2026-03-20"
"APP200292","JOB100061","TA2024270395","REJECTED","2026-04-06"
"APP200293","JOB100039","TA2023571579","PENDING","2026-01-31"
"APP200294","JOB100070","TA2023205907","REJECTED","2026-01-19"
"APP200295","JOB100070","TA2023725550","ACCEPTED","2026-04-08"
"APP200296","JOB100079","TA2023421080","ACCEPTED","2026-02-08"
"APP200297","JOB100021","TA2024795612","ACCEPTED","2026-04-28"
"APP200298","JOB100024","TA2023768854","REJECTED","2026-02-16"
"APP200299","JOB100117","TA2024265840","ACCEPTED","2026-02-15"
"APP200300","JOB100046","TA2024155843","PENDING","2026-04-26"
"APP200301","JOB100041","TA2024320392","REJECTED","2026-02-13"
"APP200302","JOB100086","TA2023711680","PENDING","2026-01-23"
"APP200303","JOB100020","TA2024903531","ACCEPTED","2026-04-20"
"APP200304","JOB100058","TA2024702733","REJECTED","2026-04-09"
"APP200305","JOB100001","TA2024717889","ACCEPTED","2026-04-06"
"APP200306","JOB100002","TA2023950544","REJECTED","2026-05-16"
"APP200307","JOB100030","TA231226945","ACCEPTED","2026-03-05"
"APP200308","JOB100034","TA2023132653","REJECTED","2026-03-21"
"APP200309","JOB100020","TA2023107540","ACCEPTED","2026-03-20"
"APP200310","JOB100027","TA2024249811","REJECTED","2026-03-18"
"APP200311","JOB100043","TA2023147549","REJECTED","2026-05-15"
"APP200312","JOB100049","TA2023423939","REJECTED","2026-02-04"
"APP200313","JOB100049","TA2023614084","ACCEPTED","2026-02-18"
"APP200314","JOB100027","TA2024781403","PENDING","2026-02-27"
"APP200315","JOB100108","TA2024399105","PENDING","2026-01-06"
"APP200316","JOB100089","TA2024492483","PENDING","2026-04-04"
"APP200317","JOB100105","TA2023977330","REJECTED","2026-04-07"
"APP200318","JOB100095","TA2024442722","REJECTED","2026-01-13"
"APP200319","JOB100090","TA2024705397","ACCEPTED","2026-01-06"
"APP200320","JOB100008","TA2024744718","PENDING","2026-04-24"
"APP200321","JOB100054","TA2023564656","ACCEPTED","2026-05-02"
"APP200322","JOB100103","TA2024741390","PENDING","2026-01-03"
"APP200323","JOB100044","TA2024799233","ACCEPTED","2026-05-14"
"APP200324","JOB100040","TA2024584106","ACCEPTED","2026-02-05"
"APP200325","JOB100061","TA2023107540","ACCEPTED","2026-01-31"
"APP200326","JOB100042","TA2024589710","REJECTED","2026-05-08"
"APP200327","JOB100031","TA2023777406","PENDING","2026-03-09"
"APP200328","JOB100124","TA2023386544","REJECTED","2026-04-02"
"APP200329","JOB100104","TA2023555052","PENDING","2026-01-11"
"APP200330","JOB100082","TA2023994217","REJECTED","2026-05-04"
"APP200331","JOB100048","TA2023245095","PENDING","2026-01-23"
"APP200332","JOB100017","TA2024814220","ACCEPTED","2026-02-08"
"APP200333","JOB100013","TA2024684929","ACCEPTED","2026-01-26"
"APP200334","JOB100038","TA2023895702","PENDING","2026-03-17"
"APP200335","JOB100039","TA2023823811","PENDING","2026-02-14"
"APP200336","JOB100007","TA2024936587","ACCEPTED","2026-03-22"
"APP200337","JOB100063","TA2024782759","PENDING","2026-01-12"
"APP200338","JOB100002","TA2023171849","ACCEPTED","2026-02-13"
"APP200339","JOB100048","TA2024195674","REJECTED","2026-03-10"
"APP200340","JOB100108","TA2024955662","ACCEPTED","2026-03-29"
"APP200341","JOB100029","TA2024589710","ACCEPTED","2026-04-27"
"APP200342","JOB100040","TA2023389666","ACCEPTED","2026-05-03"
"APP200343","JOB100120","TA2024799233","ACCEPTED","2026-02-12"
"APP200344","JOB100017","TA2024399105","ACCEPTED","2026-01-16"
"APP200345","JOB100126","TA2023212235","PENDING","2026-05-04"
"APP200346","JOB100120","TA2023731661","ACCEPTED","2026-02-16"
"APP200347","JOB100092","TA2024595158","REJECTED","2026-01-08"
"APP200348","JOB100101","TA2023643269","REJECTED","2026-02-03"
"APP200349","JOB100071","TA2023862569","PENDING","2026-04-16"
"APP200350","JOB100066","TA2023865179","PENDING","2026-03-22"
"APP200351","JOB100002","TA2024688956","REJECTED","2026-05-15"
"APP200352","JOB100116","TA2024411882","ACCEPTED","2026-02-27"
"APP200353","JOB100099","TA2024174637","ACCEPTED","2026-01-25"
"APP200354","JOB100064","TA2023908977","REJECTED","2026-05-04"
"APP200355","JOB100050","TA2023908977","ACCEPTED","2026-04-09"
"APP200356","JOB100025","TA2024972442","REJECTED","2026-01-14"
"APP200357","JOB100002","TA2023895702","REJECTED","2026-05-10"
"APP200358","JOB100126","TA2023171942","REJECTED","2026-02-12"
"APP200359","JOB100011","TA2024639995","ACCEPTED","2026-03-03"
"APP200360","JOB100048","TA2024962276","PENDING","2026-02-27"
"APP200361","JOB100082","TA2023895702","ACCEPTED","2026-03-02"
"APP200362","JOB100012","TA2024715870","ACCEPTED","2026-04-25"
"APP200363","JOB100013","TA2023994217","ACCEPTED","2026-01-31"
"APP200364","JOB100074","TA2024411882","ACCEPTED","2026-01-27"
"APP200365","JOB100058","TA2023440131","PENDING","2026-01-01"
"APP200366","JOB100123","TA2024955662","REJECTED","2026-03-19"
"APP200367","JOB100076","TA2024649414","PENDING","2026-04-27"
"APP200368","JOB100049","TA2024221552","REJECTED","2026-02-27"
"APP200369","JOB100126","TA2023147549","ACCEPTED","2026-05-02"
"APP200370","JOB100105","TA2023509420","ACCEPTED","2026-04-26"
"APP200371","JOB100017","TA2024322086","REJECTED","2026-02-26"
"APP200372","JOB100001","TA2023378535","ACCEPTED","2026-03-16"
"APP200373","JOB100082","TA2023386544","ACCEPTED","2026-01-28"
"APP200374","JOB100007","TA2024678478","ACCEPTED","2026-04-15"
"APP200375","JOB100016","TA2024442722","ACCEPTED","2026-02-18"
"APP200376","JOB100018","TA2023699573","PENDING","2026-02-18"
"APP200377","JOB100105","TA2024174637","PENDING","2026-04-17"
"APP200378","JOB100007","TA2024155843","REJECTED","2026-02-01"
"APP200379","JOB100116","TA2023749641","ACCEPTED","2026-05-10"
"APP200380","JOB100021","TA2023994217","PENDING","2026-01-13"
"APP200381","JOB100082","TA2024973294","REJECTED","2026-05-04"
"APP200382","JOB100076","TA2024684929","REJECTED","2026-02-15"
"APP200383","JOB100102","TA2024573866","PENDING","2026-02-02"
"APP200384","JOB100016","TA2023568238","ACCEPTED","2026-03-24"
"APP200385","JOB100075","TA2023389666","ACCEPTED","2026-03-05"
"APP200386","JOB100041","TA2023232378","REJECTED","2026-03-17"
"APP200387","JOB100067","TA2023840058","PENDING","2026-04-16"
"APP200388","JOB100091","TA2024781113","REJECTED","2026-05-12"
"APP200389","JOB100044","TA2024781113","ACCEPTED","2026-03-22"
"APP200390","JOB100105","TA2023720556","REJECTED","2026-02-25"
"APP200391","JOB100031","TA2024320392","ACCEPTED","2026-03-16"
"APP200392","JOB100101","TA2023591465","REJECTED","2026-02-03"
"APP200393","JOB100104","TA2023977330","REJECTED","2026-02-15"
"APP200394","JOB100075","TA2023108060","ACCEPTED","2026-03-24"
"APP200395","JOB100104","TA2024589710","REJECTED","2026-05-03"
"APP200396","JOB100088","TA2024814220","REJECTED","2026-04-17"
"APP200397","JOB100100","TA2024313933","REJECTED","2026-05-17"
"APP200398","JOB100042","TA2024823846","REJECTED","2026-05-14"
"APP200399","JOB100016","TA231226244","ACCEPTED","2026-01-14"
"APP200400","JOB100099","TA2023660086","PENDING","2026-02-11"
"APP200401","JOB100042","TA2024940064","PENDING","2026-01-16"
"APP200402","JOB100102","TA2023243693","PENDING","2026-01-09"
"APP200403","JOB100051","TA2023749641","PENDING","2026-02-27"
"APP200404","JOB100112","TA2024216587","ACCEPTED","2026-03-02"
"APP200405","JOB100076","TA2023243693","REJECTED","2026-03-15"
"APP200406","JOB100102","TA2023970720","PENDING","2026-04-08"
"APP200407","JOB100055","TA2023278240","REJECTED","2026-03-22"
"APP200408","JOB100082","TA2023205907","PENDING","2026-03-06"
"APP200409","JOB100031","TA2023565776","REJECTED","2026-04-24"
"APP200410","JOB100124","TA2024152657","REJECTED","2026-04-05"
"APP200411","JOB100081","TA2024782759","ACCEPTED","2026-02-19"
"APP200412","JOB100043","TA2024662636","PENDING","2026-01-20"
"APP200413","JOB100029","TA2023475190","REJECTED","2026-01-31"
"APP200414","JOB100054","TA2024207175","ACCEPTED","2026-03-09"
"APP200415","JOB100020","TA2024363319","ACCEPTED","2026-03-07"
